,psnr_mean,psnr_std,ssim_mean,ssim_std,lpips_mean,lpips_std,mse_mean,mse_std
vit_base_patch16_224_block8_attention,13.33180440519799,0.7109356760143108,0.28943437,0.047050856,0.7898385226726532,0.031411484562143314,0.049633842706680295,0.0073721598615982395
