,psnr_mean,psnr_std,ssim_mean,ssim_std,lpips_mean,lpips_std,mse_mean,mse_std
vit_base_patch16_224_block0_attention,14.28540655512793,0.9312682530212558,0.454285,0.045333065,0.5086805522441864,0.03276229531233497,0.04152664225548506,0.007518558085635622
