,psnr_mean,psnr_std,ssim_mean,ssim_std,lpips_mean,lpips_std,mse_mean,mse_std
vit_base_patch16_224_block1_attention,14.010724845574455,0.8654006875226835,0.37664276,0.042840954,0.6114647924900055,0.02741820252908095,0.04360615853220225,0.007526504177763833
