,psnr_mean,psnr_std,ssim_mean,ssim_std,lpips_mean,lpips_std,mse_mean,mse_std
vit_base_patch16_224_block11_attention,12.849409212940301,0.6543046471119447,0.27848855,0.045890056,0.8610587984323501,0.025648424772891323,0.05470329280942678,0.007413234452041919
