,psnr_mean,psnr_std,ssim_mean,ssim_std,lpips_mean,lpips_std,mse_mean,mse_std
resnet34_layer2_attention,14.041161514475528,0.8594613301998997,0.38962352,0.04164966,0.5548178344964981,0.02932024470422027,0.04331640601158142,0.007437438115857097
