,psnr_mean,psnr_std,ssim_mean,ssim_std,lpips_mean,lpips_std,mse_mean,mse_std
resnet34_layer1_attention,14.31655441021648,0.9395729823986082,0.4744073,0.0448469,0.45482029020786285,0.03091256803545585,0.04128852365538478,0.0075160960808639075
