,psnr_mean,psnr_std,ssim_mean,ssim_std,lpips_mean,lpips_std,mse_mean,mse_std
resnet34_layer4_attention,12.722731304637904,0.6275584525363751,0.27229783,0.046077628,0.8672210663557053,0.023462983522403124,0.056604782678186895,0.007241101913862091
