,psnr_mean,psnr_std,ssim_mean,ssim_std,lpips_mean,lpips_std,mse_mean,mse_std
resnet34_layer3_attention,13.124965985840564,0.7098028496014752,0.2829413,0.044780068,0.7821431785821915,0.02543814879653694,0.05198418088257313,0.007393217498892315
