,psnr_mean,psnr_std,ssim_mean,ssim_std,lpips_mean,lpips_std,mse_mean,mse_std
vgg16_block2_attention,14.340779608348077,0.9400557157618886,0.49474588,0.04486807,0.4323728159070015,0.031343938370507356,0.04110723789781332,0.007503042134480047
