,psnr_mean,psnr_std,ssim_mean,ssim_std,lpips_mean,lpips_std,mse_mean,mse_std
vgg16_block3_attention,14.009091026091252,0.8539192548005601,0.40504318,0.043855313,0.5363668650388718,0.03057125290635612,0.043522689305245874,0.007454026048169725
