,psnr_mean,psnr_std,ssim_mean,ssim_std,lpips_mean,lpips_std,mse_mean,mse_std
vgg16_block4_attention,13.401737733118969,0.6927528452069606,0.30533716,0.048178043,0.7091124802827835,0.037670128371470955,0.04890880472958088,0.007188196973243026
