,psnr_mean,psnr_std,ssim_mean,ssim_std,lpips_mean,lpips_std,mse_mean,mse_std
vgg16_block1_perceptual,13.927389319854408,2.2693708990918515,0.5651806,0.12135062,0.2720644602179527,0.08031936005264428,0.04621636053547263,0.02434112082902017
