,psnr_mean,psnr_std,ssim_mean,ssim_std,lpips_mean,lpips_std,mse_mean,mse_std
vgg16_block5_attention,12.681121545146171,0.5888323319515522,0.2728948,0.046587788,0.8800209879875183,0.03033586293783952,0.05687603987753391,0.006851370124907666
