,psnr_mean,psnr_std,ssim_mean,ssim_std,lpips_mean,lpips_std,mse_mean,mse_std
vgg16_block1_attention,14.450490380010766,2.2700152763913053,0.5298893,0.12096234,0.39769279286265374,0.10908022107227455,0.04040790441940771,0.018306073300306838
