image_idx,psnr,ssim
0,16.363981870125674,0.5377770066261292
1,17.34569041838469,0.5920892953872681
2,15.965149387566962,0.5273969173431396
3,16.214032900061568,0.6132214665412903
4,17.25816582390176,0.6395847201347351
5,16.80247916416526,0.5053094029426575
6,14.526846490959324,0.3871825039386749
7,16.74363935012439,0.5240175127983093
8,17.041185100912244,0.48987093567848206
9,16.51534104167006,0.40561914443969727
10,18.060481296942076,0.4652440845966339
11,17.874109370106243,0.5430020689964294
12,18.27664572422193,0.6239920258522034
13,17.299121234023097,0.422065407037735
14,17.505202502201044,0.3951754868030548
15,16.30008565607024,0.420881986618042
16,15.372569850457559,0.5760706067085266
17,17.438663610927783,0.6993563771247864
18,16.872258414885025,0.399678498506546
19,16.973982736629104,0.6170780062675476
20,17.02054093764471,0.6880995631217957
21,16.855094353312165,0.4379333257675171
22,16.775174189898166,0.6233360767364502
23,18.469917510967594,0.6727676391601562
24,15.929210854613611,0.6562604904174805
25,16.46432321490009,0.5390670895576477
26,22.97666132310364,0.5733166337013245
27,14.63718987609025,0.3476584255695343
28,18.168341303174834,0.4160332977771759
29,16.160196759808212,0.489348441362381
30,16.56451113704663,0.3740875720977783
31,17.817853347708517,0.533585786819458
32,19.56210801887555,0.7921226620674133
33,18.333699504466633,0.5201075077056885
34,16.206890347961014,0.43633875250816345
35,15.683410889333125,0.6105300784111023
36,16.26117124246691,0.4827987253665924
37,17.863210348391398,0.4888029992580414
38,18.042774394147262,0.5326068997383118
39,17.26075285668187,0.3401384651660919
40,18.26107714657467,0.4678899347782135
41,19.554825152234386,0.5925753116607666
42,21.566651277823574,0.8053115010261536
43,22.155720444562846,0.7854184508323669
44,17.67880175792629,0.8323612213134766
45,17.830696463911565,0.615682065486908
46,16.91037413207839,0.610346257686615
47,17.156581173685694,0.6335625052452087
48,16.292479867353695,0.6690497994422913
49,16.315608920280567,0.4642736613750458
50,14.598447586902136,0.5314853191375732
51,22.865731331138257,0.5853642821311951
52,17.847850771472316,0.5780794024467468
53,16.252688378348875,0.6955193877220154
54,16.290720975037626,0.5920364856719971
55,17.675311441396776,0.18580181896686554
56,16.584223590058443,0.4777134954929352
57,18.233489921872007,0.5150361061096191
58,16.842010353538406,0.6332607865333557
59,16.2666392104757,0.5098246932029724
60,17.737056308678333,0.6005508899688721
61,16.995514171551477,0.49867454171180725
62,17.241188922338267,0.5177949070930481
63,15.855014094884394,0.2875284254550934
64,16.530825450298355,0.4382239878177643
65,16.749181078341934,0.6883237957954407
66,15.65382802671137,0.4990741014480591
67,21.42425909575117,0.8831436634063721
68,16.708814861558867,0.4064808189868927
69,16.19547026014884,0.4817551076412201
70,16.574157585528123,0.6050700545310974
71,16.256970259245346,0.6530889272689819
72,16.025408937204652,0.4467223882675171
73,17.082022089841665,0.6024044156074524
74,16.046182065007027,0.46739017963409424
75,19.072950544263414,0.35342416167259216
76,23.158214105821262,0.5236323475837708
77,16.65634077165597,0.7168226838111877
78,17.322480565961165,0.586670994758606
79,16.732481109057048,0.4500758945941925
80,17.16345917177687,0.531915009021759
81,16.751792653718805,0.5126543641090393
82,15.834044692913654,0.5239136815071106
83,16.04068592135562,0.5416694283485413
84,16.72607196679642,0.3650043308734894
85,18.03356101051825,0.5061442255973816
86,17.092464540138522,0.5848994851112366
87,16.357502281265734,0.6417359709739685
88,16.033014060449176,0.5930641293525696
89,16.700041982479984,0.4627751410007477
90,15.939711122485045,0.6167042255401611
91,15.422596891619168,0.6698790192604065
92,20.410836901025107,0.5909321308135986
93,18.579659656747122,0.6080428957939148
94,17.98659158998449,0.5391907691955566
95,23.539733476251882,0.8910052180290222
96,15.77534648122542,0.5280048847198486
97,18.99453202408773,0.4894576072692871
98,18.23526687871785,0.568169116973877
99,17.836649297371036,0.5493696331977844
